Aachen	Aachenu
brát	beru
brát	bral
brát	brala
brát	brali
brát	bralo
brát	braly
brát	brána
brát	bránu
brát	brány
brát	nebraly
Bratislava	Bratislavě
Bratislava	Bratislavou
Bratislava	Bratislavy
bratislavský	bratislavská
bratislavský	bratislavské
bratislavský	bratislavskou
bratr	bratra
bratr	bratrem
bratr	bratři
bratr	bratří
bratr	bratrovi
bratr	bratru
bratr	bratrům
bratr	bratry
bratranec	bratrance
bratříček	bratříčka
bratřit	bratři
bratřit	bratří
bratrovražedný	bratrovražedné
bratrský	bratrská
bratrstvo	bratrstva
bratrstvo	bratrstvem
bratrstvo	bratrstvu
bratrův	bratrovi
bratrův	bratrovu
brávat	brávala
bravura	bravuře
bravura	bravurou
bravura	bravuru
bravurní	bravurními
Brazilec	Brazilci
Brazílie	Brazílii
brazilský	brazilských
Brazzaville	Brazzavillem
brblat	brblal
break	breaku
břečka	břečku
Břeclav	Břeclavi
břeh	břehu
břeh	břehům
břeh	břehy
břeh	březích
breptat	breptal
břeskný	břeskná
břevno	břevně
březen	března
březen	březnu
březí	březích
Brežněv	Brežněva
březnový	březnové
břicho	břicha
břicho	břiše
brífink	brífinku
brigáda	brigády
brilance	brilancí
brilantní	brilantním
brillský	brillská
Brit	Britům
Británie	Británii
Británie	Británií
britský	britská
britský	britské
britský	britského
britský	britskou
britský	britských
britský	britským
britský	britští
brloh	brlohu
brloh	brlohy
brněnský	brněnská
brněnský	brněnské
brněnský	brněnského
brněnský	brněnském
brněnský	brněnských
brnět	brně
Brno	Brna
Brno	Brně
Brno	Brnem
Brochův	Brochově
Brochův	Brochovo
Brochův	Brochovu
Brod	Brodu
brojit	brojili
bronzový	bronzových
brouk	brouka
Brovet	Broveta
brož	brože
brožura	brožurách
brožurka	brožurek
Brůčková	Brůčkové
Brünnhilda	Brünnhildě
Brünnhilda	Brünnhildou
Brünnhilda	Brünnhildu
Brünnhilda	Brünnhildy
Brünnhildin	Brünnhildina
Bruntál	Bruntále
Bruntálsko	Bruntálsku
Brusel	Bruselu
brýle	brýlemi
brýle	brýlí
brýle	brýlích
brynda	bryndu
brzda	brzdou
brzdit	brzdí
brzdit	brzdilo
brzký	brzké
brzký	brzkému
brzký	brzkou
brzy	brzo
brzy	dřív
brzy	dříve
brzy	nejdřív
brzy	nejdříve
buben	bubnu
buben	bubnů
Bubka	Bubku
bublina	bublinu
bublina	bubliny
Büchner	Büchnera
Büchnerův	Büchnerova
Büchnerův	Büchnerovo
buclatý	buclaté
buclatý	buclatí
Buda	Budou
Buda	Budu
Budapešť	Budapešti
Budapešť	Budapeští
budapešťský	budapešťská
Buddhův	Buddhova
Budějovice	Budějovicích
budit	buď
budit	budí
budit	budil
budit	budila
budit	budilo
budit	nebudil
budit	nebuďme
buditel	buditelů
budka	budky
budoucí	budoucích
budoucí	budoucího
budoucí	budoucím
budoucí	budoucímu
budoucno	budoucna
budoucno	budoucnu
budoucnost	budoucnosti
budoucnost	budoucností
budova	budov
budova	budovami
budova	budově
budova	budovou
budova	budovu
budova	budovy
budovaný	budované
budovaný	budovaného
budovaný	budovanou
budovat	budovala
budovat	budována
budovat	budováno
buffa	buff
buffa	buffách
buffa	buffě
buffa	buffo
buffa	buffou
buffa	buffu
buffa	buffy
buffonista	buffonistů
bůh	boha
bůh	bohové
bůh	bohu
bůh	bohů
bůh	bohům
bůh	bohy
bůh	bozi
bujet	bují
bujný	bujná
bujný	bujného
bujný	bujnému
bujný	bujnou
Bukovina	Bukovině
Bukurešť	Bukurešti
buldozer	buldozerům
Bulharsko	Bulharska
Bulharsko	Bulharsku
bulharský	bulharské
bulharský	bulharskou
bulharský	bulharských
bulharský	bulharští
bulík	bulíci
bulletin	bulletiny
bunda	bundy
buňka	buňkou
buňka	buňky
buran	burana
burcující	burcujícího
burcující	burcujícím
Bureš	Burešové
Burešová	Burešové
Burian	Buriana
burza	burzách
burza	burzu
burza	burzy
buržoazie	buržoazií
bušení	bušením
bušený	bušení
Bush	Bushe
Bush	Bushovi
Bushův	Bushova
Bushův	Bushově
Bushův	Bushovi
Bushův	Bushovy
bušící	bušícím
bušit	bušilo
buzerant	buzeranti
by	bych
by	bychom
by	bys
by	byste
bydlet	bydlel
bydlet	bydlela
bydlet	bydleli
bydlet	bydlí
bydlet	bydlit
bylina	bylin
byro	byra
byrokrat	byrokraté
byrokratický	byrokratické
Byron	Byrona
bysta	busty
bystřit	bystře
bystrost	bystrostí
bystrý	bystrou
byt	bytě
byt	bytem
byt	bytu
byt	bytů
byt	byty
být	bejt
být	buď
být	bude
být	budeme
být	budeš
být	budete
být	budiž
být	budou
být	budu
být	byl
být	byla
být	byli
být	bylo
být	byly
být	j
být	je
být	jest
být	jsem
být	jsi
být	jsme
být	jsou
být	jste
být	nebude
být	nebudem
být	nebudeme
být	nebudeš
být	nebudete
být	nebudiž
být	nebuďme
být	nebudou
být	nebudu
být	nebyl
být	nebyla
být	nebyli
být	nebylo
být	nebyly
být	nebýt
být	nejsem
být	nejsi
být	nejsme
být	nejsou
být	nejste
být	není
být	sme
být	ste
byte	bytem
byte	bytu
byte	bytů
byte	byty
bytost	bytosti
bytost	bytostí
bytost	bytostmi
bytový	bytové
bytový	bytového
bytový	bytovou
bytový	bytovým
bytový	nebytových
bývalý	bývalá
bývalý	bývalé
bývalý	bývalého
bývalý	bývalém
bývalý	bývalí
bývalý	bývalou
bývalý	bývalých
bývalý	bývalým
bývalý	bývalými
bývalý	nebývalá
bývalý	nebývalé
bývalý	nebývalého
bývalý	nebývalou
bývalý	nebývalý
bývat	bývá
bývat	bývají
bývat	býval
bývat	bývala
bývat	bývali
bývat	bývalo
bývat	bývaly
bývat	bývám
bývat	nebývá
bývat	nebýval
byznys	byznysu
Bzenec	Bzenci
bzučený	bzučení
Cáchy	Cách
Čad	Čadem
Čad	Čadu
Čada	Čadu
Čadský	Čadská
čadský	čadské
čadský	čadského
čaj	čaje
Čajkovskij	Čajkovského
Cajus	Cajuse
Cajus	Cajusem
Čalfa	Čalfou
Camerata	Cameraty
Canbera	Canbeře
canzonetta	canzonetty
canzonettový	canzonettových
capa	capo
Čapkův	Čapkovo
car	cara
Cardenas	Cardenase
Cardenas	Cardenasi
čárka	čárky
Carl	Carlem
Carl	Carlu
čaroděj	čarodějka
čarodějný	čarodějné
čarodějný	čarodějného
čarokrásný	čarokrásném
čaromocný	čaromocném
čaromocný	čaromocnou
čarostřelec	čarostřelci
čarovný	čarovnou
Carrington	Carringtona
carský	carském
carův	carova
carův	carovy
čas	čase
čas	časech
čas	časem
čas	času
čas	časů
čas	časům
čas	časy
časit	čas
časit	čase
časomíra	časomírou
časopis	časopisech
časopis	časopisu
časopis	časopisů
časopis	časopisy
časovaný	časovaná
časový	časová
časový	časové
časový	časovému
časový	časovou
časový	časových
část	částech
část	části
část	částí
část	částmi
částečný	částečné
částečný	částečného
částečný	částečnému
částka	částce
částka	částek
částka	částkou
částka	částku
částka	částky
často	častěji
často	nejčastěji
častovat	častují
častý	časté
častý	častých
častý	častým
častý	nejčastější
causa	cause
cavatina	cavatinami
čečenský	čečenské
cech	cechu
cech	cechů
Čech	Čecha
Čech	Čechů
Čech	Čechům
Čech	Čechy
Čech	Češi
Čechy	Čech
Čechy	Čechách
Čejková	Čejkové
čekající	čekajícími
čekání	čekáním
čekaný	nečekané
čekaný	nečekanou
čekaný	nečekaný
čekat	čeká
čekat	čekají
čekat	čekal
čekat	čekala
čekat	čekali
čekat	čekalo
čekat	čekáme
čekat	čekáte
čekat	čekejte
čekat	nečeká
čekávat	čekává
čekávat	čekávali
cela	cel
cela	celách
cela	cele
cela	celou
cela	celu
cela	cely
celebrovat	celebruje
čeledín	čeledína
čeledín	čeledínem
celek	celcích
celek	celkem
celek	celku
celek	celků
celek	celky
celibát	celibátu
čelist	čelistí
celistvý	celistvého
celistvý	celistvým
čelit	čele
čelit	čelí
čelit	čelil
čelit	čelili
Čeljabinsk	Čeljabinsku
celkový	celková
celkový	celkové
celkový	celkového
celkový	celkovém
celkový	celkovému
celkový	celkovou
čelní	čelních
celnice	celnic
celnice	celnici
celnice	celnicí
celník	celníkům
čelný	čelném
čelný	čelní
čelný	čelnou
čelný	čelným
čelný	čelnými
čelo	čela
čelo	čele
čelo	čelem
celoevropský	celoevropské
celorepublikový	celorepublikové
celorepublikový	celorepublikového
celorepublikový	celorepublikovému
celorepublikový	celorepublikovou
celospolečenský	celospolečenské
celostátní	celostátním
celosvětový	celosvětovém
celovečerní	celovečerních
celý	celá
celý	celé
celý	celého
celý	celém
celý	celému
celý	celou
celý	celých
celý	celým
celý	necelá
celý	necelé
celý	necelý
cementový	cementových
cena	cen
cena	cenách
cena	ceně
cena	cenou
cena	cenu
cena	ceny
ceněný	ceněnou
Čeng	Čengem
čenichat	čenichala
cenit	ceně
cenit	cenil
cenit	cením
cenný	cenná
cenný	cenné
cenný	cennější
cenný	cennou
cenný	cenných
cenný	cenným
cenný	nejcennější
cenový	cenové
cenový	cenovém
cenový	cenových
cent	centů
centimetr	centimetrů
centr	centra
centr	centrech
centr	centrem
centr	centru
centrála	centrálu
centrála	centrály
centralismus	centralismu
centralizmus	centralismu
centralizovaný	centralizované
centralizovat	centralizována
centrální	centrálního
centrum	centra
centrum	centrech
centrum	centrem
centrum	centru
cenzor	cenzora
cenzura	censury
cenzurovaný	cenzurované
čepel	čepelí
čepice	čepici
čepovaný	čepované
čepovat	čepuje
ceremoniál	ceremoniálu
ceremonie	ceremonií
čermák	čermáka
Černák	Černáka
Černák	Černákovi
Černákův	Černákovi
černat	černá
černobílý	černobílé
černobylský	černobylské
černočerný	černočerným
černoch	černochy
černohorský	černohorského
Černomyrdin	Černomyrdinem
černota	černoty
černovláska	černovlásku
černovlasý	černovlasého
černý	černá
černý	černé
černý	černého
černý	černém
černý	černou
černý	černých
černý	černým
čerpat	čerpá
čerpat	čerpají
čerpat	čerpal
čerstvý	čerstvé
čerstvý	čerstvých
čert	čerta
čert	čerti
čert	čertu
čertit	čerti
červen	června
červen	červnem
červen	červnu
červenat	červená
červencový	červencové
červencový	červencovou
červenec	července
červenec	červenci
červenka	července
červenobílý	červenobílých
červený	červená
červený	červené
červený	červeného
červený	červenou
červený	červeným
červený	červenými
červnový	červnové
českolipský	českolipská
českomoravský	českomoravské
česko-německý	česko-německých
česko-polský	česko-polských
Československo	Československa
Československo	Československem
Československo	Československu
československý	československá
československý	československé
československý	československého
československý	československém
československý	československému
československý	československou
československý	československých
československý	československým
československý	československými
československý	českoslovenští
Česko-slovenský	Česko-slovenské
česko-slovenský	česko-slovenských
český	česká
český	české
český	českého
český	českém
český	českému
český	českou
český	českých
český	českým
český	českými
český	čeští
čest	cti
čest	ctí
cesta	cest
cesta	cestách
cesta	cestami
cesta	cestě
cesta	cestou
cesta	cestu
cesta	cesty
čeština	češtině
čeština	češtinou
čeština	češtiny
češtit	čeští
čestný	čestná
čestný	čestné
čestný	čestného
čestný	čestným
čestný	nečestného
čestný	nejčestnější
cestovat	cestoval
cestovat	cestuje
cestovní	cestovních
cestovní	cestovního
cestovní	cestovním
cestující	cestujících
četa	četám
četa	četě
četa	četou
četa	četu
četa	čety
četba	četbou
četník	četníky
četnost	četnosti
četný	četná
četný	četné
četný	četní
četný	četných
chabařovický	chabařovické
chalífův	chalífova
chalífův	chalífovu
chaloupka	chaloupky
chalupa	chalupy
Chalupecký	Chalupeckého
Chamorrová	Chamorrové
chaos	chaosu
chápat	chápal
chápat	chápala
chápat	chápe
chápat	chápeme
chápat	chápeš
chápat	chápete
chápat	chápu
chápat	nechápaje
chápat	nechápajíc
chápat	nechápal
chápat	nechápala
chápat	nechápali
chápat	nechápat
chápat	nechápe
chápat	nechápeš
chápat	nechápou
chápat	nechápu
charakter	charakterem
charakter	charakteru
charakter	charakterů
charakter	charaktery
charakteristický	charakteristické
charakteristický	charakteristickém
charakteristický	charakteristickou
charakteristický	charakteristických
charakteristický	charakteristickým
charakteristický	nejcharakterističtějších
charakteristika	charakteristice
charakteristika	charakteristik
charakteristika	charakteristikami
charakteristika	charakteristikou
charakteristika	charakteristiku
charakteristika	charakteristiky
charakterizační	charakterizačních
charakterizační	charakterizačního
charakterizátor	charakterizátorem
charakterizovaný	charakterizovaná
charakterizovaný	charakterizované
charakterizovaný	charakterizovaného
charakterizovaný	charakterizovaném
charakterizovaný	charakterizovanému
charakterizovaný	charakterizovanou
charakterizovaný	charakterizovaných
charakterizovaný	charakterizovaným
charakterizovaný	charakterizovanými
charakterizovat	charakterizoval
charakterizovat	charakterizovali
charakterizovat	charakterizují
charakterologie	charakterologii
charakterový	charakterové
charita	charitou
charita	charity
Charles	Charlese
Charlotta	Charlottu
Charon	Charona
Charrington	Charringtona
Charrington	Charringtonem
charta	chartě
charta	chartou
charta	chartu
charta	charty
Charvátsko	Charvátsku
chata	chatě
chata	chatu
chátrat	chátrá
chátrat	chátrala
chatrč	chatrči
chatrč	chatrčí
chemický	chemické
chemický	chemických
cherubín	cherubína
chirurg	chirurgové
chlad	chladem
chlad	chladu
chladnička	chladniček
chladnokrevný	chladnokrevné
chladnout	chladnou
chladný	chladná
chladný	chladného
chladný	chladnějších
chladný	chladném
chladný	chladnou
chlap	chlapa
chlap	chlapem
chlap	chlapi
chlap	chlapů
chlapcův	chlapcovo
chlapec	chlapce
chlapec	chlapcem
chlapec	chlapci
chlapec	chlapcům
chlapeček	chlapečka
chlapeček	chlapečkem
chlapecký	chlapecká
chlapecký	chlapecké
chlapecký	chlapeckým
chlapík	chlapíci
chléb	chleba
chlebíček	chlebíčky
chlebodárce	chlebodárci
chlebodárce	chlebodárců
chlebový	chlebovými
chlév	chlévě
chlór	chlóru
chlorovaný	chlorovaná
chlorovodíkový	chlorovodíkových
chlupatý	chlupatýma
chmurný	chmurná
chmurný	chmurnou
chmurný	chmurným
chmurný	chmurnými
chňapat	chňapal
chod	chodu
chodba	chodbách
chodba	chodbě
chodba	chodbou
chodba	chodbu
chodba	chodby
chodba	chodeb
chodbička	chodbičkou
chodec	chodce
chodec	chodců
chodidlo	chodidel
chodidlo	chodidla
chodidlo	chodidlech
chodidlo	chodidly
chodit	chodí
chodit	chodil
chodit	chodila
chodit	chodili
chodit	chodíme
chodit	chodíte
chodit	nechoď
chodit	nechodí
chodit	nechodil
chodit	nechoďte
chodívat	chodíval
chodívat	chodívali
chodník	chodnících
chodník	chodníku
chodník	chodníky
cholerový	cholerové
chomáč	chomáče
Chopinův	Chopinovým
chopit	chopil
chopit	chopili
chorál	chorálem
chorální	chorálních
chorálový	chorálová
chorálový	chorálové
chorálový	chorálového
chorálový	chorálovém
chorálový	chorálovému
chorálový	chorálovou
chorálový	chorálových
chorálový	chorálovým
chorálový	chorálovými
choroba	chorobě
choroba	chorobou
choroba	choroby
chorobný	chorobná
chorobný	chorobnou
choroboplodný	choroboplodných
Chorvatič	Chorvatiče
Chorvatsko	Chorvatska
Chorvatsko	Chorvatsku
chorvatský	chorvatské
chorvatský	chorvatského
chorvatský	chorvatským
choť	chotě
choť	choti
choť	chotí
choulostivý	choulostivé
choulostivý	choulostivou
chov	chovech
chov	chovu
chování	chováním
chovat	chová
chovat	chovají
chovat	choval
chovat	chovala
chovatel	chovatele
chřadnout	chřadnou
chrám	chrámě
chrám	chrámem
chrám	chrámu
chrám	chrámy
chrámový	chrámové
chrámový	chrámovou
chrámový	chrámovým
chráněný	chráněná
chráněný	chráněné
chráněný	chránění
chráněný	chráněnou
chránit	chraň
chránit	chráněn
chránit	chráněna
chránit	chráněny
chránit	chrání
chránit	chránila
chránit	chráním
chránit	chraňte
chřipka	chřipce
chřipka	chřipkou
chřipka	chřipky
Christian	Christiana
Christian	Christianem
Christián	Christiána
chrlit	chrlí
chrlit	chrlil
chrlit	chrlila
chromatičnost	chromatičnosti
chromatizovaný	chromatizovaná
chromatizovaný	chromatizované
chromatizovaný	chromatizovaného
chromatizovaný	chromatizovaném
chromatizovaný	chromatizovanému
chromatizovaný	chromatizovanou
chromatizovaný	chromatizovaných
chromatizovaný	chromatizovaným
chromatizovaný	chromatizovanými
chronický	chronické
chrup	chrupu
chrupat	chrupu
chtěně	nechtěně
chtěný	nechtěnou
chtěný	nechtěným
chtít	chce
chtít	chceme
chtít	chceš
chtít	chcete
chtít	chci
chtít	chtě
chtít	chtěj
chtít	chtěje
chtít	chtějí
chtít	chtějíce
chtít	chtěl
chtít	chtěla
chtít	chtěli
chtít	chtělo
chtít	chtěly
chtít	chtíc
chtít	nechce
chtít	nechceme
chtít	nechceš
chtít	nechcete
chtít	nechci
chtít	nechtě
chtít	nechtějí
chtít	nechtěl
chtít	nechtěla
chtít	nechtěli
chtít	nechtělo
chtivost	chtivostí
chtivý	chtivé
Chuchle	Chuchli
chudák	chudákem
chudák	chudáky
chudičký	chudičkých
chudoba	chudobě
chudoba	chudoby
chudý	chud
chudý	chudé
chudý	chudém
chudý	chudí
chudý	chudší
chudý	chudších
chudý	chudých
chudý	nejchudší
chumáč	chumáčích
chumelit	chumel
Chung	Chunga
churavý	churavé
chuť	chuti
chuť	chutí
chutnat	chutná
chutnat	chutnala
chutnat	chutnalo
chutný	chutná
chutný	chutné
chutný	nechutné
chutný	nechutný
chutný	nechutných
chůze	chůzi
Chvál	Chvála
chvála	chvále
chvála	chválu
chvála	chvály
chválit	chvále
chválit	chválí
chvástat	chvástá
chvět	chvěje
chvět	chvějí
chvět	chvěl
chvět	chvěla
chvět	chvělo
chvíle	chvil
chvíle	chvílemi
chvíle	chvíli
chvíle	chvílí
chvíle	chvílích
chvilka	chvilku
chvilka	chvilky
chvilkový	chvilkové
chyba	chyb
chyba	chybám
chyba	chybami
chyba	chybou
chyba	chybu
chyba	chyby
chybět	chybějí
chybět	chyběl
chybět	chyběla
chybět	chybělo
chybět	chyběly
chybět	chybí
chybět	nechyběla
chybět	nechybí
chybit	chyb
chybit	chybí
chybit	nechybí
chybný	chybná
chybný	chybné
chybný	chybným
chybný	chybnými
chýš	chýše
